method_key,method,base_policy,shield_enabled,shield_config_name,eval_seed,scenario,steps,shield_trigger_rate,filter_delta_norm_mean,filter_delta_norm_p95,raw_action_unsafe_rate,filtered_action_unsafe_rate,raw_min_predicted_cpa,filtered_min_predicted_cpa,raw_ttc_min,filtered_ttc_min,a_raw_norm,a_exec_norm
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_mixed_ood,8388,0.3998569384835479,0.2675068707138293,1.0440306663513184,0.3844778254649499,0.00536480686695279,2.1912945399609747,2.8531237283151314,0.0,0.0,1.490277151124615,1.4136037675181512
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1000,eval_flow_sudden_threat,8106,0.39945719220330617,0.26187193460942654,1.0218643546104431,0.37934863064396745,0.006044905008635579,2.219090953058885,2.945129386227244,0.0,0.0,1.4798784407382832,1.404185399663116
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_high_density,8729,0.4762286630770993,0.33461144600101544,1.1548635244369507,0.45629510825982356,0.0044678657349066335,1.8991699648500022,2.6918425650238436,0.0,0.0,1.48574157083604,1.388080240682114
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_high_speed,9238,0.3440138558129465,0.2414890946733678,1.1164900958538053,0.33448798441221045,0.007036155011907339,2.5022274787327428,2.9611096656245133,0.0,0.0,1.4882341168786983,1.4221860071517967
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_high_threat,7742,0.3752260397830018,0.25005257324522756,1.0112256109714508,0.35959700335830536,0.004391630069749419,2.4816025363781784,3.1964852694528827,0.0,0.0,1.4849429429501286,1.4133752362652978
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_id,7694,0.4005718741876787,0.2679576029217155,1.0223600745201107,0.3808162204315051,0.002079542500649857,2.3815138925134787,3.0937630799793876,0.0,0.0,1.4923950155230041,1.4122744702714929
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_mixed_ood,8369,0.40387143027840844,0.27039086933226936,1.0440306663513184,0.3884574023180786,0.005257497908949695,2.1863460518598568,2.8548082684629996,0.0,0.0,1.4908901696878032,1.4129677853400255
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1001,eval_flow_sudden_threat,8097,0.4012597258243794,0.2626297186139492,1.0225080966949462,0.38088180807706556,0.006051624058293195,2.206111123021818,2.9251653186027298,0.0,0.0,1.4794587184356085,1.4036015820154308
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_high_density,8738,0.4767681391622797,0.3350326920501184,1.1536173701286316,0.4570840009155413,0.004234378576333257,1.8954305752263307,2.6921784259122257,0.0,0.0,1.485139750477978,1.3868780999482155
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_high_speed,9121,0.34228702993092863,0.23890830202338767,1.110634207725525,0.33263896502576473,0.0071264115776778865,2.5180332243861145,2.975257881248153,0.0,0.0,1.4900027555850053,1.424514480257829
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_high_threat,7760,0.37306701030927836,0.2495805312070477,1.0115467488765717,0.35760309278350516,0.004381443298969072,2.48508042949859,3.2013113695273616,0.0,0.0,1.4842024940574907,1.4134002753984682
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_id,7540,0.39734748010610077,0.2636607253499112,1.0173028886318205,0.3779840848806366,0.001989389920424403,2.4055505663725,3.1092406364646927,0.0,0.0,1.4947204770713016,1.4153193764408325
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_mixed_ood,8443,0.39962098780054484,0.2677402435364556,1.048990726470947,0.38481582375932727,0.0050929764301788465,2.1924581470748046,2.8391851894019178,0.0,0.0,1.4889720525840977,1.4122043911045117
p3_ordinary_vo,P3_checkpoint_1500k_plus_ordinary_vo,p3_1500k,1,vo_like_filter_h45_cpa1p2_h16,1002,eval_flow_sudden_threat,8086,0.39995053178332923,0.26275900602958047,1.023777037858963,0.3791738807815978,0.005812515458817709,2.2038135845308635,2.9263584140712138,0.0,0.0,1.4795492985609466,1.4039172410832281
