split,horizon_sec,direction,bin,std_low,std_high,count,mean_predicted_std,mean_abs_projected_error,pct_abs_z_lt_1,pct_abs_z_lt_2
train,1.0,error_direction_diag_only,3,0.12164124846458435,0.2018927037715912,41803,0.16161519289016724,0.15956613421440125,0.5906753103844222,0.8895294596081621
train,1.0,error_direction_diag_only,4,0.2018927037715912,0.8091369867324829,41804,0.270550400018692,0.23475629091262817,0.6908908238446082,0.9151038178164769
train,2.0,x_axis,2,0.08208499848842621,0.09749685227870945,115780,0.08295442909002304,0.02914617955684662,0.9270340300570047,0.9874416997754362
train,2.0,x_axis,3,0.09749685227870945,0.27488982677459717,38592,0.17380154132843018,0.12236388772726059,0.7527985074626866,0.949238184079602
train,2.0,x_axis,4,0.27488982677459717,1.0524110794067383,38594,0.37781012058258057,0.2865302264690399,0.7127791884748925,0.946261076851324
train,2.0,y_axis,2,0.08208499848842621,0.26176866888999956,115780,0.1000140830874443,0.027960818260908127,0.97273276904474,0.9941699775436172
train,2.0,y_axis,3,0.26176866888999956,0.47602713108062744,38592,0.3613201677799225,0.2600117623806,0.7417340381426202,0.9446776533996684
train,2.0,y_axis,4,0.47602713108062744,1.5547682046890259,38594,0.6909118294715881,0.4872622787952423,0.7556615017878426,0.9503290666943048
train,2.0,radial_xy,0,0.08208498358726501,0.08208499848842621,23425,0.08208499848842621,0.023140279576182365,0.9575667022411953,0.9978228388473853
train,2.0,radial_xy,1,0.08208499848842621,0.08221212029457092,53761,0.08208656311035156,0.02265099622309208,0.9588921337028701,0.998028310485296
train,2.0,radial_xy,2,0.08221212029457092,0.18123778700828558,38594,0.11682038754224777,0.07186004519462585,0.813364771726175,0.9556148624138467
train,2.0,radial_xy,3,0.18123778700828558,0.309455007314682,38592,0.246150940656662,0.1750928908586502,0.7471755804311775,0.9494454809286899
train,2.0,radial_xy,4,0.309455007314682,0.9224755764007568,38594,0.4026789367198944,0.30551400780677795,0.7139451728247914,0.9488003316577707
train,2.0,rel_velocity_xy,0,0.08208498358726501,0.08208499848842621,22544,0.08208499848842621,0.014687586575746536,0.990152590489709,0.9992015613910575
train,2.0,rel_velocity_xy,1,0.08208499848842621,0.08236630260944366,54642,0.08208855986595154,0.015585423447191715,0.9913253541232019,0.9993960689579444
train,2.0,rel_velocity_xy,2,0.08236630260944366,0.2677634656429293,38594,0.15226423740386963,0.08852182328701019,0.8537337409960097,0.9754365963621289
train,2.0,rel_velocity_xy,3,0.2677634656429293,0.47286900877952576,38592,0.3633689880371094,0.2635052800178528,0.7402052238805971,0.9450145107794361
train,2.0,rel_velocity_xy,4,0.47286900877952576,1.5516308546066284,38594,0.6876457929611206,0.49038296937942505,0.7516194227081929,0.9484634917344665
train,2.0,error_direction_diag_only,0,0.08208498358726501,0.08208499848842621,22599,0.08208499848842621,0.028763189911842346,0.9434488251692553,0.9971237665383424
train,2.0,error_direction_diag_only,1,0.08208499848842621,0.08335724472999573,54587,0.08210297673940659,0.027763525024056435,0.9497316210819425,0.9969406635279462
train,2.0,error_direction_diag_only,2,0.08335724472999573,0.27111077308654796,38594,0.16802610456943512,0.14429979026317596,0.7078820542053169,0.9363890760221796
train,2.0,error_direction_diag_only,3,0.27111077308654796,0.45329102873802185,38592,0.3565300703048706,0.37900543212890625,0.5452684494195689,0.878731343283582
train,2.0,error_direction_diag_only,4,0.45329102873802185,1.5478318929672241,38594,0.6656410098075867,0.5496962666511536,0.6850028501839664,0.9315955848059284
train,4.0,x_axis,1,0.08208499848842621,0.10040076971054078,64596,0.08363982290029526,0.02971474826335907,0.9213418787541025,0.9923524676450555
train,4.0,x_axis,2,0.10040076971054078,0.2034234672784806,32297,0.14951656758785248,0.1061544194817543,0.7619593151066663,0.9394990246772146
train,4.0,x_axis,3,0.2034234672784806,0.47462886571884155,32298,0.31522923707962036,0.218345046043396,0.7576630131896712,0.9423184098086569
train,4.0,x_axis,4,0.47462886571884155,1.3017926216125488,32298,0.6656463742256165,0.5034348368644714,0.7218403616322993,0.9564369310793238
train,4.0,y_axis,2,0.08208499848842621,0.4866436004638676,96893,0.12356862425804138,0.042610570788383484,0.9729805042675942,0.9936734335813733
